1630189048 "29/08/2021 06:17" 0
1630190363 "29/08/2021 06:39" 0
1630191148 "29/08/2021 06:52" 0
1630192651 "29/08/2021 07:17" 0
1630193914 "29/08/2021 07:38" 0
1630194753 "29/08/2021 07:52" 0
1630197243 "29/08/2021 08:34" 0
1630201386 "29/08/2021 09:43" 0
1630203223 "29/08/2021 10:13" 1
1630204649 "29/08/2021 10:37" 0
1630205390 "29/08/2021 10:49" 0
1630206612 "29/08/2021 11:10" 1
1630207719 "29/08/2021 11:28" 1
1630208452 "29/08/2021 11:40" 1
1630208956 "29/08/2021 11:49" 1
1630210327 "29/08/2021 12:12" 0
1630211978 "29/08/2021 12:39" 0
1630212957 "29/08/2021 12:55" 0
1630213754 "29/08/2021 13:09" 1
1630214660 "29/08/2021 13:24" 1
1630215231 "29/08/2021 13:33" 1
1630216131 "29/08/2021 13:48" 1
1630217463 "29/08/2021 14:11" 1
1630218819 "29/08/2021 14:33" 0
1630219946 "29/08/2021 14:52" 0
1630220965 "29/08/2021 15:09" 2
1630221920 "29/08/2021 15:25" 5
1630222428 "29/08/2021 15:33" 5
1630223340 "29/08/2021 15:49" 5
1630224640 "29/08/2021 16:10" 4
1630225836 "29/08/2021 16:30" 0
1630226943 "29/08/2021 16:49" 0
1630228142 "29/08/2021 17:09" 4
1630229245 "29/08/2021 17:27" 6
1630229876 "29/08/2021 17:37" 8
1630230512 "29/08/2021 17:48" 10
1630231814 "29/08/2021 18:10" 7
1630233016 "29/08/2021 18:30" 1
1630233728 "29/08/2021 18:42" 0
1630234220 "29/08/2021 18:50" 0
1630235279 "29/08/2021 19:07" 0
1630236216 "29/08/2021 19:23" 0
1630236822 "29/08/2021 19:33" 0
1630237717 "29/08/2021 19:48" 0
1630239252 "29/08/2021 20:14" 0
1630241150 "29/08/2021 20:45" 0
1630242848 "29/08/2021 21:14" 0
1630243811 "29/08/2021 21:30" 0
1630244356 "29/08/2021 21:39" 0
1630244925 "29/08/2021 21:48" 0
1630246130 "29/08/2021 22:08" 0
1630247091 "29/08/2021 22:24" 0
1630247645 "29/08/2021 22:34" 0
1630248517 "29/08/2021 22:48" 0
1630249773 "29/08/2021 23:09" 0
1630251039 "29/08/2021 23:30" 0
1630251906 "29/08/2021 23:45" 0
1630252394 "29/08/2021 23:53" 0
1630275452 "30/08/2021 06:17" 0
1630276771 "30/08/2021 06:39" 0
1630277525 "30/08/2021 06:52" 0
1630279065 "30/08/2021 07:17" 0
1630280315 "30/08/2021 07:38" 0
1630281131 "30/08/2021 07:52" 0
1630283564 "30/08/2021 08:32" 0
1630287628 "30/08/2021 09:40" 10
1630289574 "30/08/2021 10:12" 8
1630291017 "30/08/2021 10:36" 3
1630291791 "30/08/2021 10:49" 2
1630293059 "30/08/2021 11:10" 7
1630294133 "30/08/2021 11:28" 7
1630294871 "30/08/2021 11:41" 8
1630295371 "30/08/2021 11:49" 8
1630296745 "30/08/2021 12:12" 8
1630298431 "30/08/2021 12:40" 2
1630299388 "30/08/2021 12:56" 2
1630300236 "30/08/2021 13:10" 4
1630301097 "30/08/2021 13:24" 5
1630301622 "30/08/2021 13:33" 5
1630302520 "30/08/2021 13:48" 7
1630303926 "30/08/2021 14:12" 8
1630305323 "30/08/2021 14:35" 4
1630306426 "30/08/2021 14:53" 2
1630307405 "30/08/2021 15:10" 5
1630308389 "30/08/2021 15:26" 9
1630308875 "30/08/2021 15:34" 9
1630309744 "30/08/2021 15:49" 9
1630311107 "30/08/2021 16:11" 11
1630312332 "30/08/2021 16:32" 7
1630313317 "30/08/2021 16:48" 2
1630314600 "30/08/2021 17:10" 7
1630315696 "30/08/2021 17:28" 15
1630316371 "30/08/2021 17:39" 16
1630316930 "30/08/2021 17:48" 18
1630318245 "30/08/2021 18:10" 14
1630319497 "30/08/2021 18:31" 7
1630320527 "30/08/2021 18:48" 4
1630321712 "30/08/2021 19:08" 20
1630322655 "30/08/2021 19:24" 20
1630323229 "30/08/2021 19:33" 20
1630324126 "30/08/2021 19:48" 19
1630325718 "30/08/2021 20:15" 12
1630327707 "30/08/2021 20:48" 7
1630329427 "30/08/2021 21:17" 7
1630330629 "30/08/2021 21:37" 7
1630331328 "30/08/2021 21:48" 7
1630332557 "30/08/2021 22:09" 7
1630333439 "30/08/2021 22:23" 7
1630334023 "30/08/2021 22:33" 7
